id,Relaxation,safety,Familiarity,Crowding,Stayability,Stress Perception
43781,3,3,4,4,3,3
43782,3,3,3,4,3,3.2
43783,4,2,2,4,3,3.4
43784,3,3,3,4,3,3.2
43785,2,3,3,4,2,3.6
43786,2,3,3,4,3,3.4
43787,3,4,4,4,3,2.8
43788,4,3,4,4,5,2.4
43789,3,3,4,4,4,2.8
43790,2,3,3,3,3,3.2
43791,2,3,3,5,4,3.4
43792,3,3,4,4,4,2.8
43793,2,3,2,4,3,3.6
43794,3,4,4,4,4,2.6
43795,3,4,4,4,4,2.6
43796,3,3,4,4,4,2.8
43797,3,3,3,3,3,3
43798,3,3,4,4,4,2.8
43799,2,3,2,4,2,3.8
43800,2,2,2,5,2,4.2
43801,2,2,2,4,2,4
43802,3,3,4,3,4,2.6
43803,3,4,4,4,4,2.6
43804,3,4,4,3,4,2.4
43805,2,2,3,4,2,3.8
43806,2,2,3,4,2,3.8
43807,2,2,3,4,2,3.8
43808,2,3,3,4,2,3.6
43809,2,3,3,4,2,3.6
43810,2,2,3,4,2,3.8
43811,2,2,3,4,2,3.8
43812,2,2,3,4,2,3.8
43813,2,3,3,3,2,3.4
43814,2,3,3,4,2,3.6
43815,2,3,3,4,3,3.4
43816,2,3,3,4,3,3.4
43817,2,3,3,4,3,3.4
43818,3,3,3,4,3,3.2
43819,3,4,4,4,4,2.6
43820,4,4,4,4,5,2.2
43821,3,4,4,3,4,2.4
43822,2,3,3,4,3,3.4
43823,3,3,3,4,3,3.2
43824,2,3,3,4,2,3.6
43825,2,3,3,4,2,3.6
43826,2,3,3,4,3,3.4
43827,2,3,3,5,2,3.8
43828,2,3,3,4,3,3.4
43829,2,3,3,4,2,3.6
43830,3,4,3,4,4,2.8
43831,2,3,3,4,3,3.4
43832,2,3,2,5,1,4.2
43833,1,2,2,5,1,4.6
43834,3,3,3,4,4,3
43835,2,3,3,5,2,3.8
43836,3,3,4,4,3,3
43837,2,2,3,5,2,4
43838,2,2,2,5,2,4.2
43839,2,3,2,5,3,3.8
43840,2,3,3,4,3,3.4
43841,2,3,3,4,3,3.4
43842,2,3,3,4,3,3.4
43843,2,2,3,4,2,3.8
43844,2,4,3,4,3,3.2
43845,1,2,2,5,1,4.6
43846,2,3,3,5,3,3.6
43847,2,3,3,4,3,3.4
43848,2,3,3,4,2,3.6
43849,2,2,2,5,2,4.2
43850,2,3,3,4,3,3.4
43851,1,2,2,5,2,4.4
43852,2,2,2,5,2,4.2
43853,2,2,2,5,2,4.2
43854,2,2,2,5,2,4.2
43855,2,2,2,4,2,4
43856,1,2,1,5,2,4.6
43857,2,2,2,5,2,4.2
43858,1,2,2,5,2,4.4
43859,1,2,2,5,1,4.6
43860,1,1,2,5,1,4.8
43861,2,1,2,5,2,4.4
43862,2,3,3,4,3,3.4
43863,2,4,2,4,3,3.4
43864,2,2,2,5,2,4.2
43865,2,2,2,5,2,4.2
43866,2,2,2,5,2,4.2
43867,2,3,2,5,3,3.8
43868,3,4,4,4,4,2.6
43869,4,4,4,3,4,2.2
43870,2,2,3,4,2,3.8
43871,3,4,4,4,4,2.6
43872,3,4,4,4,4,2.6
43873,3,4,3,4,4,2.8
43874,2,3,2,5,3,3.8
43875,3,3,3,4,4,3
43876,2,2,2,5,2,4.2
43877,1,2,2,5,2,4.4
43878,2,3,3,4,2,3.6
43879,2,2,3,4,2,3.8
43880,3,4,2,4,4,3
43881,2,3,3,5,2,3.8
43882,2,3,3,3,3,3.2
43883,2,4,3,4,3,3.2
43884,2,3,2,5,3,3.8
43885,1,2,1,5,1,4.8
43886,2,3,2,3,3,3.4
43887,2,2,2,3,2,3.8
43888,2,2,3,4,2,3.8
43889,2,3,3,4,3,3.4
43890,2,3,3,4,3,3.4
43891,2,3,3,4,3,3.4
43892,2,2,3,4,2,3.8
43893,3,3,3,3,3,3
43894,2,3,3,5,3,3.6
43895,2,2,2,4,2,4
43896,3,4,3,5,3,3.2
43897,1,2,2,5,2,4.4
43898,2,3,2,5,2,4
43899,2,2,2,5,2,4.2
43900,2,2,2,5,2,4.2
43901,2,2,2,5,2,4.2
43902,2,2,2,5,2,4.2
43904,3,3,3,4,3,3.2
43905,3,3,2,4,4,3.2
43906,3,3,3,3,3,3
43907,2,3,3,4,3,3.4
43908,2,3,3,3,3,3.2
43909,3,3,3,3,3,3
43910,3,3,3,3,3,3
43911,2,2,2,4,2,4
43912,1,3,2,5,1,4.4
43913,1,2,2,5,2,4.4
43914,3,3,3,3,3,3
43915,2,3,2,4,3,3.6
43916,2,3,2,4,2,3.8
43917,2,3,3,4,3,3.4
43918,2,3,2,5,4,3.6
43919,2,2,2,4,2,4
43920,2,2,2,4,2,4
43921,2,3,4,5,4,3.2
43922,2,2,2,4,2,4
43923,2,2,2,5,1,4.4
43924,2,3,2,5,3,3.8
43925,2,2,2,5,2,4.2
43926,2,2,2,5,2,4.2
43927,3,4,4,4,3,2.8
43928,2,3,3,3,3,3.2
43929,1,3,2,3,2,3.8
43930,2,3,2,4,3,3.6
43931,2,3,3,4,3,3.4
43932,2,2,2,5,2,4.2
43933,1,1,2,5,1,4.8
43934,1,1,2,5,2,4.6
43935,3,4,3,4,4,2.8
43936,3,4,4,3,4,2.4
43937,3,4,4,4,3,2.8
43938,3,3,3,3,3,3
43939,3,3,3,3,3,3
43940,2,3,2,4,2,3.8
43941,3,3,3,3,4,2.8
43942,3,3,4,3,4,2.6
43943,3,3,3,4,3,3.2
43944,3,4,4,3,4,2.4
43945,3,3,3,3,3,3
43946,3,3,3,4,4,3
43947,3,3,4,3,4,2.6
43948,2,2,2,5,1,4.4
43949,2,2,3,3,2,3.6
43950,1,1,1,4,2,4.6
43951,2,1,2,3,2,4
43952,1,1,1,4,1,4.8
43953,2,2,1,4,2,4.2
43954,1,2,1,4,1,4.6
43955,2,2,1,4,2,4.2
43956,2,2,2,4,2,4
43957,2,2,2,4,2,4
43958,1,2,1,5,2,4.6
43959,2,2,3,3,2,3.6
43960,2,1,1,5,2,4.6
43961,3,2,2,4,3,3.6
43962,3,3,3,4,3,3.2
43963,2,2,2,4,3,3.8
43964,2,2,2,4,2,4
43965,3,3,3,4,3,3.2
43966,3,3,3,3,4,2.8
43967,2,2,3,4,3,3.6
43968,2,2,2,4,3,3.8
43969,1,1,1,5,1,5
43970,1,1,1,5,1,5
43971,1,1,1,5,1,5
43972,1,1,1,5,1,5
43973,1,1,1,5,1,5
43974,2,3,3,4,3,3.4
43975,1,1,1,5,1,5
43976,3,3,4,3,3,2.8
43977,3,3,3,3,3,3
43978,2,3,3,3,3,3.2
43979,2,2,2,5,2,4.2
43980,3,3,2,5,3,3.6
43981,2,2,2,5,1,4.4
43982,2,2,3,4,2,3.8
43983,3,4,4,3,4,2.4
43984,2,2,2,3,2,3.8
43985,3,3,3,3,3,3
43986,2,3,3,3,3,3.2
43987,3,3,3,4,3,3.2
43988,4,3,3,4,4,2.8
43989,4,4,2,4,4,2.8
43990,3,3,4,4,4,2.8
43991,3,3,3,4,4,3
43992,2,3,2,4,3,3.6
43993,2,2,2,3,3,3.6
43994,2,2,2,5,2,4.2
43997,3,3,3,3,4,2.8
43998,2,2,2,4,2,4
43999,2,2,3,4,2,3.8
44000,3,3,3,3,3,3
44001,1,1,1,5,1,5
44002,3,2,3,2,3,3
44003,2,2,2,2,2,3.6
44004,2,1,1,4,1,4.6
44005,2,2,3,4,2,3.8
44006,2,2,3,4,2,3.8
44007,2,2,3,4,2,3.8
44008,3,3,4,4,3,3
44009,2,3,3,4,2,3.6
44010,2,3,3,4,2,3.6
44011,3,3,4,4,3,3
44012,2,2,3,4,2,3.8
44013,3,3,4,4,3,3
44014,2,3,3,4,2,3.6
44015,2,2,3,4,2,3.8
44016,2,2,3,4,2,3.8
44017,2,3,3,3,3,3.2
44018,2,3,3,4,3,3.4
44019,3,4,3,4,4,2.8
44020,3,4,4,4,4,2.6
44021,3,4,4,4,4,2.6
44022,2,2,2,4,2,4
44023,2,2,1,4,2,4.2
44024,2,2,2,4,4,3.6
44025,3,4,4,5,1,3.4
44026,2,2,2,3,2,3.8
44027,3,2,2,3,2,3.6
44028,3,3,3,3,4,2.8
44029,3,3,4,3,4,2.6
44030,4,3,3,3,4,2.6
44031,4,3,3,3,4,2.6
44032,4,3,3,3,4,2.6
44033,3,3,3,4,4,3
44034,3,3,3,4,3,3.2
44035,3,3,2,4,4,3.2
44036,4,2,2,3,4,3
44037,4,3,3,4,4,2.8
44038,4,4,3,4,5,2.4
44039,3,3,5,5,5,2.6
44040,5,2,3,4,5,2.6
44041,4,3,2,4,4,3
44042,4,3,2,2,5,2.4
44043,1,1,2,5,2,4.6
44044,3,3,3,3,3,3
44045,4,4,3,3,4,2.4
44046,3,3,3,3,4,2.8
44047,3,3,3,3,4,2.8
44048,4,2,2,4,4,3.2
44049,4,4,3,4,4,2.6
44050,4,4,4,4,5,2.2
44051,5,3,3,5,5,2.6
44052,5,3,5,3,5,1.8
44053,3,4,4,4,4,2.6
44054,3,3,3,3,4,2.8
44055,4,4,3,4,4,2.6
44056,3,4,4,4,4,2.6
44057,4,3,3,3,4,2.6
44058,3,2,2,2,3,3.2
44059,4,3,4,3,4,2.4
44060,3,4,4,4,4,2.6
44061,2,3,3,4,3,3.4
44062,3,4,3,4,4,2.8
44063,2,3,2,5,3,3.8
44064,2,3,3,5,2,3.8
44065,3,3,3,3,4,2.8
44066,2,2,2,5,2,4.2
44067,2,3,2,4,2,3.8
44068,3,4,4,4,4,2.6
44069,2,2,3,4,2,3.8
44070,3,4,4,4,5,2.4
44071,4,4,4,4,5,2.2
44072,4,4,4,4,5,2.2
44073,3,4,4,4,5,2.4
44074,4,4,4,4,4,2.4
44075,4,4,4,3,4,2.2
44076,4,4,4,3,4,2.2
44077,2,3,2,5,3,3.8
44078,2,3,3,5,2,3.8
44079,2,2,2,5,2,4.2
44080,2,2,2,5,1,4.4
44081,2,2,2,5,2,4.2
44082,4,4,4,3,4,2.2
44083,4,4,4,3,4,2.2
44084,4,4,4,3,4,2.2
44085,3,4,4,3,4,2.4
44086,4,3,3,4,5,2.6
44087,4,4,4,4,5,2.2
44090,3,3,3,3,3,3
44091,3,3,3,2,4,2.6
44092,2,4,3,4,4,3
44093,3,3,3,3,3,3
44094,4,4,3,4,4,2.6
44095,4,4,4,4,5,2.2
44096,4,4,4,4,5,2.2
44097,3,3,3,4,4,3
44114,3,2,3,2,3,3
44115,3,2,2,2,2,3.4
44116,3,4,4,4,4,2.6
44117,3,3,4,4,4,2.8
44118,3,4,4,4,3,2.8
44119,2,3,3,4,3,3.4
44120,4,4,4,4,4,2.4
44121,4,4,4,3,4,2.2
44122,4,4,4,4,5,2.2
44123,3,3,3,4,3,3.2
44124,3,4,4,3,4,2.4
44125,3,4,4,3,4,2.4
44126,4,2,3,3,4,2.8
44127,4,3,3,3,4,2.6
44128,4,4,3,4,5,2.4
44129,4,3,3,3,5,2.4
44130,5,2,2,3,5,2.6
44131,2,3,4,4,3,3.2
44132,3,3,3,4,3,3.2
44133,2,3,3,4,3,3.4
44134,3,2,3,2,3,3
44135,3,2,2,2,3,3.2
44136,3,2,2,2,2,3.4
44137,3,2,2,2,3,3.2
44138,3,2,2,2,3,3.2
44139,4,1,3,2,4,2.8
44140,3,2,2,3,3,3.4
44141,3,2,2,2,3,3.2
44143,2,3,4,4,5,2.8
44144,3,4,4,4,4,2.6
44145,2,2,2,5,2,4.2
44146,2,1,2,3,2,4
44147,4,4,4,4,4,2.4
44148,2,3,2,5,3,3.8
44149,2,4,3,4,3,3.2
44150,4,3,4,4,5,2.4
44151,3,3,3,3,4,2.8
44152,3,2,2,4,3,3.6
44153,3,3,3,4,4,3
44154,3,2,2,1,4,2.8
44155,2,3,4,4,5,2.8
44156,4,4,4,4,4,2.4
44157,3,3,3,3,4,2.8
44158,4,3,3,3,4,2.6
44159,4,2,2,4,5,3
44160,2,5,2,4,1,3.6
44161,4,2,2,4,3,3.4
44162,4,2,2,3,4,3
44163,3,3,4,4,4,2.8
44164,3,4,4,4,4,2.6
44165,3,3,2,4,2,3.6
44166,3,3,4,4,3,3
44167,4,4,3,4,5,2.4
44168,3,4,4,4,5,2.4
44169,3,2,2,2,3,3.2
44170,4,2,3,3,3,3
44171,1,1,1,5,1,5
44172,3,2,3,3,4,3
44173,1,1,1,5,1,5
44174,3,3,3,3,3,3
44175,4,3,3,4,4,2.8
44176,4,2,2,4,3,3.4
44177,3,2,2,4,2,3.8
44178,3,3,3,4,4,3
44179,3,2,2,2,2,3.4
44183,3,2,2,2,2,3.4
44184,3,2,2,2,2,3.4
44185,3,3,2,3,3,3.2
44186,4,2,3,4,5,2.8
44187,3,4,4,3,4,2.4
44188,4,4,3,4,4,2.6
44189,5,2,4,4,4,2.6
44190,4,2,3,4,5,2.8
44191,4,4,4,3,4,2.2
44192,2,3,4,5,2,3.6
44193,4,4,4,3,4,2.2
44194,3,3,3,4,3,3.2
44195,3,3,3,3,3,3
44196,5,2,4,4,4,2.6
44197,2,2,2,3,3,3.6
44199,3,2,2,2,3,3.2
44200,1,1,1,5,1,5
44201,2,2,3,3,3,3.4
44202,3,4,4,4,5,2.4
44203,2,3,2,3,3,3.4
44206,1,1,1,5,1,5
44207,3,4,4,4,4,2.6
44208,4,1,2,3,4,3.2
44209,4,2,2,4,3,3.4
44210,4,4,4,4,4,2.4
44211,4,3,3,3,5,2.4
44212,4,2,3,3,4,2.8
44213,3,3,3,3,4,2.8
44214,4,2,2,3,4,3
44215,4,3,3,3,4,2.6
44216,3,2,2,3,3,3.4
44217,3,2,2,2,3,3.2
44220,4,1,2,3,4,3.2
44221,3,2,2,3,3,3.4
44222,4,1,2,3,3,3.4
44223,4,2,3,3,4,2.8
44224,4,4,3,3,5,2.2
44225,3,3,3,4,4,3
44226,4,4,3,4,4,2.6
44227,3,4,3,4,4,2.8
44228,3,2,2,2,2,3.4
44229,4,2,3,4,4,3
44230,4,3,3,4,4,2.8
44231,4,4,3,4,4,2.6
44232,4,4,4,4,5,2.2
44233,4,3,3,4,4,2.8
44234,4,4,4,4,5,2.2
44235,4,3,4,4,5,2.4
44236,4,1,3,2,4,2.8
44237,3,2,2,2,2,3.4
44238,3,3,3,4,4,3
44239,3,2,3,4,4,3.2
44240,4,3,3,3,4,2.6
44241,3,2,2,3,3,3.4
44242,4,3,3,2,4,2.4
44243,4,2,3,3,3,3
44244,4,2,3,3,4,2.8
44245,4,4,4,3,4,2.2
44246,4,3,2,3,3,3
44247,5,1,3,2,4,2.6
44248,4,2,2,2,3,3
44263,5,1,3,3,5,2.6
44264,5,1,3,3,5,2.6
44265,5,1,3,3,5,2.6
44266,4,1,3,2,4,2.8
44267,4,1,3,3,4,3
44268,4,2,3,3,4,2.8
44271,3,1,1,3,2,4
44272,3,1,2,2,2,3.6
44273,4,1,3,2,4,2.8
44274,5,1,3,3,5,2.6
44275,2,1,2,4,1,4.4
44277,4,2,2,2,3,3
44278,1,1,1,5,1,5
44279,4,1,3,3,5,2.8
44280,4,2,3,3,5,2.6
44281,1,1,1,5,1,5
44282,4,3,3,3,4,2.6
44283,4,2,4,3,4,2.6
44284,4,2,3,3,4,2.8
44285,4,2,3,3,5,2.6
44286,4,1,3,3,4,3
44287,4,2,3,3,3,3
44288,3,2,2,3,4,3.2
44289,3,2,3,3,2,3.4
44292,4,3,2,3,4,2.8
44293,4,3,3,4,4,2.8
44294,2,1,2,5,3,4.2
44295,4,2,3,3,5,2.6
44296,4,1,2,2,3,3.2
44297,3,2,2,3,4,3.2
44298,2,2,2,4,1,4.2
44310,3,3,2,2,3,3
44314,4,1,3,3,5,2.8
44315,5,1,3,3,5,2.6
44316,5,1,3,2,4,2.6
44374,4,1,3,3,4,3
44375,4,2,3,3,4,2.8
44376,4,1,3,2,4,2.8
44377,4,2,3,3,4,2.8
44378,3,2,2,2,2,3.4
44379,4,2,3,4,5,2.8
44386,4,1,2,2,2,3.4
44399,4,1,3,3,4,3
44400,4,2,3,3,4,2.8
44404,4,2,4,3,5,2.4
44410,4,1,2,3,2,3.6
44415,4,3,3,4,4,2.8
44431,3,1,2,3,3,3.6
44444,4,2,3,3,4,2.8
44446,4,2,3,3,4,2.8
44448,4,2,2,2,3,3
44449,4,2,3,3,4,2.8
44450,4,2,3,3,4,2.8
44451,4,2,3,2,4,2.6
44452,4,2,3,3,4,2.8
44453,3,1,2,3,2,3.8
44454,4,1,2,3,2,3.6
44455,4,1,2,3,3,3.4
44456,4,1,3,3,4,3
44457,4,1,3,2,4,2.8
44458,4,1,2,3,2,3.6
44459,4,3,3,3,4,2.6
44461,4,2,3,2,2,3
44463,4,2,3,3,4,2.8
44464,4,2,3,3,2,3.2
44465,4,2,3,3,2,3.2
44467,5,1,3,3,4,2.8
44470,4,2,2,3,3,3.2
44471,4,2,3,3,5,2.6
44483,2,1,1,3,1,4.4
44496,4,3,2,4,3,3.2
44497,2,1,2,2,2,3.8
44498,2,2,3,3,2,3.6
44499,3,3,3,4,4,3
44500,2,1,2,3,2,4
44501,4,2,3,3,4,2.8
44502,3,1,2,3,2,3.8
44503,2,1,1,3,1,4.4
44504,5,2,2,3,2,3.2
44505,2,1,1,3,2,4.2
44506,3,1,1,1,1,3.8
44507,3,1,1,3,2,4
44508,4,1,3,3,3,3.2
44509,4,2,3,3,4,2.8
44568,4,1,2,2,2,3.4
44595,3,1,2,2,2,3.6
44596,3,1,2,2,1,3.8
44597,3,1,2,2,2,3.6
44598,3,1,2,2,1,3.8
44599,3,1,2,2,1,3.8
44600,3,1,2,2,1,3.8
44601,3,1,2,2,2,3.6
44602,3,2,3,3,2,3.4
44603,3,1,2,2,2,3.6
44604,3,1,2,2,2,3.6
44605,3,1,2,2,2,3.6
44606,3,1,2,2,2,3.6
44607,2,3,2,4,3,3.6
44608,2,3,2,4,3,3.6
44609,2,2,2,4,2,4
44614,2,2,1,4,2,4.2
44615,2,2,1,4,2,4.2
44616,3,3,3,4,3,3.2
44617,3,3,3,4,3,3.2
44618,2,2,2,4,2,4
44619,2,3,2,5,3,3.8
44623,3,1,2,2,3,3.4
44628,4,2,3,3,4,2.8
44629,4,2,3,3,2,3.2
44630,4,2,3,3,4,2.8
44631,3,1,2,2,2,3.6
44632,3,1,2,2,2,3.6
44633,3,1,2,2,2,3.6
44634,3,1,2,2,2,3.6
44639,3,1,2,2,1,3.8
44640,3,1,2,2,2,3.6
44641,3,1,2,2,2,3.6
44642,2,1,2,2,2,3.8
44643,2,3,3,4,2,3.6
44644,2,2,2,4,3,3.8
44645,2,2,2,4,3,3.8
44646,2,3,3,4,2,3.6
44647,2,1,1,4,1,4.6
44648,2,1,1,4,1,4.6
44649,2,2,1,4,3,4
44650,1,2,3,5,2,4.2
44651,4,4,3,4,4,2.6
44652,3,4,3,4,5,2.6
44653,2,3,2,4,2,3.8
44654,2,2,2,4,2,4
44655,1,1,4,4,1,4.2
44656,4,3,3,4,5,2.6
44657,4,4,4,4,5,2.2
44658,4,4,4,4,5,2.2
44659,4,1,2,2,1,3.6
44660,4,1,2,2,2,3.4
44661,4,4,4,3,5,2
44662,4,1,2,2,2,3.4
44663,4,1,3,2,3,3
44664,2,1,2,2,1,4
44665,3,1,2,2,2,3.6
44666,4,1,2,2,3,3.2
44667,3,1,2,2,2,3.6
44670,4,4,4,3,5,2
44672,4,1,2,2,2,3.4
44673,4,1,2,2,2,3.4
44674,4,2,3,3,2,3.2
44675,4,2,3,3,4,2.8
44676,4,2,3,3,4,2.8
44677,4,4,3,4,4,2.6
44678,4,5,3,3,4,2.2
44679,4,3,3,3,4,2.6
44680,4,3,3,3,4,2.6
44681,4,4,3,4,4,2.6
44682,4,2,3,3,4,2.8
44683,4,3,3,3,4,2.6
44684,3,3,3,3,4,2.8
44685,4,2,3,3,4,2.8
44686,4,2,3,3,4,2.8
44687,4,2,3,3,4,2.8
44688,4,2,3,3,4,2.8
44689,4,1,3,3,4,3
44690,4,1,2,3,4,3.2
44691,3,1,2,2,2,3.6
44692,3,1,2,2,2,3.6
44693,3,1,2,2,2,3.6
44694,4,1,2,2,2,3.4
44695,4,1,2,2,2,3.4
44696,4,1,2,2,2,3.4
44697,4,1,2,2,2,3.4
44698,2,1,2,2,1,4
44699,2,1,2,2,1,4
44700,3,1,2,2,2,3.6
44701,3,1,2,2,2,3.6
44702,3,1,2,2,2,3.6
44703,3,1,2,2,2,3.6
44704,3,1,2,2,1,3.8
44705,3,1,2,2,1,3.8
44706,3,1,2,2,2,3.6
44707,3,1,2,2,2,3.6
44715,4,2,3,3,3,3
44725,3,1,2,2,2,3.6
44726,3,1,2,2,2,3.6
44727,3,1,2,2,2,3.6
44728,4,1,2,3,3,3.4
44729,4,1,3,3,4,3
44730,4,1,2,3,4,3.2
44731,4,1,2,3,3,3.4
44732,4,1,2,3,3,3.4
44733,4,1,3,2,3,3
44734,4,1,2,3,3,3.4
44735,4,1,3,2,3,3
44736,4,2,3,3,3,3
44737,4,2,3,3,4,2.8
44738,4,2,3,3,3,3
44739,4,2,2,3,3,3.2
44740,4,2,3,3,3,3
44741,4,1,2,3,2,3.6
44742,4,1,2,3,3,3.4
44743,4,1,2,3,4,3.2
44744,4,2,2,3,4,3
44745,4,1,3,3,3,3.2
44746,4,1,2,3,3,3.4
44747,4,1,2,3,3,3.4
44748,4,2,3,3,5,2.6
44749,3,1,2,2,3,3.4
44750,3,3,3,3,4,2.8
44753,4,1,3,3,4,3
44754,4,1,3,3,4,3
44757,4,2,2,3,4,3
44758,4,2,3,3,4,2.8
44759,4,2,3,3,4,2.8
44760,4,2,3,2,3,2.8
44763,4,3,3,3,4,2.6
44764,4,3,3,3,4,2.6
44765,4,2,3,3,4,2.8
44766,4,3,3,3,4,2.6
44767,4,2,3,3,4,2.8
44768,4,2,3,2,4,2.6
44769,4,2,3,3,4,2.8
44770,4,2,3,4,4,3
44771,4,1,3,3,4,3
44772,4,3,3,3,4,2.6
44773,4,2,3,4,4,3
44774,4,1,3,3,4,3
44775,4,2,3,4,4,3
44776,3,3,3,4,4,3
44780,4,2,2,3,4,3
44781,4,2,3,3,4,2.8
44782,2,2,3,4,3,3.6
44783,4,3,3,3,5,2.4
44784,4,4,4,3,5,2
44785,4,4,4,3,5,2
44786,4,3,3,3,4,2.6
44787,4,4,4,3,4,2.2
44788,4,3,4,3,5,2.2
44789,4,4,4,3,5,2
44790,4,3,3,3,5,2.4
44791,4,4,4,3,4,2.2
44792,4,4,4,4,4,2.4
44793,4,4,4,3,4,2.2
44794,3,3,3,3,4,2.8
44795,4,3,3,3,4,2.6
44796,3,2,2,2,3,3.2
44797,4,3,3,3,4,2.6
44798,4,3,3,3,4,2.6
44799,4,3,3,3,4,2.6
44800,3,3,3,3,4,2.8
44801,4,2,3,3,4,2.8
44802,4,2,3,3,4,2.8
44803,4,3,3,3,4,2.6
44804,3,3,3,3,3,3
44805,3,3,3,3,3,3
44806,4,3,3,3,4,2.6
44807,2,2,3,3,3,3.4
44808,3,3,3,3,4,2.8
44810,3,3,3,3,4,2.8
44812,3,3,3,3,3,3
44813,4,2,3,3,4,2.8
44814,4,2,3,3,4,2.8
44816,4,2,3,3,4,2.8
44817,4,2,3,3,4,2.8
44820,4,2,3,3,4,2.8
44821,4,2,3,3,4,2.8
44822,4,2,3,3,3,3
44823,4,2,3,3,3,3
44824,3,1,2,3,2,3.8
44825,4,2,3,3,4,2.8
44826,4,2,3,3,5,2.6
44827,4,1,3,3,5,2.8
44828,4,2,3,3,4,2.8
44829,4,2,4,3,5,2.4
44830,4,2,3,3,5,2.6
44831,4,2,3,3,4,2.8
44832,3,2,2,3,3,3.4
44834,4,2,3,3,4,2.8
44836,3,3,3,3,4,2.8
44837,4,2,3,3,4,2.8
44840,4,2,3,3,4,2.8
44845,4,2,3,3,4,2.8
44846,4,2,3,3,4,2.8
44848,4,2,3,3,4,2.8
44849,4,2,2,3,4,3
44850,4,2,3,3,4,2.8
44851,4,2,3,3,4,2.8
44852,4,2,3,3,4,2.8
44853,4,2,3,3,4,2.8
44854,4,2,2,3,4,3
44863,3,3,3,3,3,3
44864,3,2,2,3,3,3.4
44865,2,2,2,3,2,3.8
44866,4,3,4,4,5,2.4
44867,4,2,3,3,5,2.6
44868,4,2,3,3,4,2.8
44869,2,2,3,3,2,3.6
44870,2,2,3,3,2,3.6
44871,2,2,3,4,2,3.8
44872,2,1,1,3,1,4.4
44873,2,1,1,3,1,4.4
44874,2,1,1,3,1,4.4
44875,2,2,3,3,3,3.4
44876,2,2,3,3,3,3.4
44877,2,2,3,3,2,3.6
44878,4,2,3,3,4,2.8
44879,4,3,3,3,5,2.4
44880,3,4,4,4,4,2.6
44881,4,4,3,4,5,2.4
44882,4,4,4,3,4,2.2
44883,4,1,3,3,4,3
44884,4,1,2,3,1,3.8
44885,4,2,3,3,4,2.8
44886,4,1,3,3,4,3
44887,4,2,3,3,4,2.8
44888,4,2,3,3,4,2.8
44889,4,2,3,3,1,3.4
44890,4,2,3,3,4,2.8
44891,4,2,3,3,4,2.8
44892,4,1,3,3,2,3.4
44893,4,2,3,3,4,2.8
44894,4,2,3,3,4,2.8
44895,4,2,3,3,4,2.8
44896,4,3,3,3,4,2.6
44897,4,3,3,3,4,2.6
44898,4,4,4,3,4,2.2
44899,4,3,3,3,4,2.6
44900,4,3,3,3,4,2.6
44901,4,3,3,3,4,2.6
44902,4,4,3,4,4,2.6
44903,4,3,3,3,4,2.6
44904,3,3,3,3,3,3
44905,4,1,3,3,4,3
44906,4,1,3,3,4,3
44907,4,2,3,3,4,2.8
44908,4,2,3,2,4,2.6
44909,4,2,3,2,5,2.4
44910,4,2,3,3,5,2.6
44911,5,2,3,3,5,2.4
44912,2,1,2,2,2,3.8
44913,4,5,4,3,5,1.8
44914,3,3,3,3,3,3
44915,5,1,2,2,3,3
44916,4,1,2,2,5,2.8
44917,4,1,2,2,2,3.4
44918,4,1,2,2,5,2.8
44919,4,2,3,2,5,2.4
44920,4,2,3,3,5,2.6
44921,4,2,2,3,5,2.8
44922,4,2,4,3,5,2.4
44923,4,2,4,3,5,2.4
44924,4,2,2,3,3,3.2
44925,3,2,3,4,4,3.2
44926,3,2,2,3,3,3.4
44927,4,1,2,3,3,3.4
44928,3,2,3,2,1,3.4
44929,4,2,3,2,5,2.4
44930,4,1,2,2,5,2.8
44931,4,2,3,2,5,2.4
44932,4,4,4,3,5,2
44933,3,2,2,3,3,3.4
44934,4,2,2,3,3,3.2
44935,4,3,3,3,4,2.6
44936,3,1,2,3,2,3.8
44937,1,1,1,4,1,4.8
44938,2,1,1,5,1,4.8
44939,2,1,1,3,1,4.4
44940,4,2,3,3,4,2.8
44941,2,2,2,4,4,3.6
44942,2,2,1,4,2,4.2
44943,2,1,1,3,1,4.4
44944,2,1,1,4,2,4.4
44945,2,1,1,3,1,4.4
44946,1,1,1,4,2,4.6
44947,2,1,1,4,1,4.6
44948,5,2,1,4,2,3.6
44949,2,2,2,5,1,4.4
44950,2,1,2,2,1,4
44951,2,1,1,4,1,4.6
44952,2,1,1,3,2,4.2
44953,3,2,2,4,3,3.6
44954,3,1,1,3,2,4
44955,3,2,1,3,2,3.8
44956,2,2,1,4,1,4.4
44957,2,1,2,3,1,4.2
44958,2,1,2,2,1,4
44959,2,1,1,2,1,4.2
44960,1,2,1,5,1,4.8
44961,2,1,1,3,1,4.4
44962,3,2,1,4,3,3.8
44963,1,2,1,5,1,4.8
44964,2,1,1,3,1,4.4
44965,2,1,1,4,1,4.6
44966,1,1,1,4,1,4.8
44967,4,3,2,4,4,3
44968,2,2,1,4,2,4.2
44969,2,2,2,4,2,4
44970,2,1,2,4,1,4.4
44971,2,2,1,4,2,4.2
44972,2,1,1,3,1,4.4
44973,2,1,2,2,1,4
44974,3,3,2,4,4,3.2
